target_id	SRR26331018	SRR26331020	SRR26331021	SRR26331017	SRR26331016
at2g06850.2	1.4305e-06	0.0	4.76451	3.27693	0.0
at2g06850.1	13.9995	20.85	11.0453	8.95162	3.62581
at5g62030.1	5.1261	4.98633	4.76219	6.25437	5.60169
at4g25530.1	0.0	0.0	0.0	0.0	0.0236405
at2g25310.1	30.156	39.2308	20.9417	21.003	12.9825
at4g14480.1	0.220911	0.183371	0.261944	0.25475	0.0347974
at5g45860.1	0.0	0.0	0.0	0.0	0.0
at1g10780.1	0.572288	0.0	0.0	0.0	0.707294
at1g10780.2	1.20042e-08	0.732972	0.923862	0.556208	1.23233e-08
at4g18880.1	123.769	149.36	134.019	78.0844	103.337
at5g03350.1	0.0	0.44466	0.0756181	0.367707	0.351587
at2g07773.1	0.493521	1.04317	1.00231	0.594999	0.263602
at2g40250.1	0.0	0.0	0.0	0.0	0.0
at4g28320.1	2.16531	1.43788	2.63223	4.99397	3.08973
at3g17490.1	0.0	0.0	0.0	0.0	0.0
at1g03400.2	0.908238	0.23238	1.44488	1.17416	1.39508
at1g03400.1	3.24181	3.20942	2.27999	0.0	0.52272
at1g77300.1	3.18594	3.77419	3.82759	6.24528	5.72088
at1g77300.2	0.0	0.0260637	0.0	0.0	0.037953
at1g19910.1	196.257	248.454	275.346	289.126	347.607
at1g19910.2	14.5461	6.47316	8.57589	8.1748	2.81107
at4g16740.2	0.0	0.0	0.0	0.0	0.0
at4g16740.3	0.0	0.0	0.0	0.0	0.0
at4g16740.4	0.0	0.0	0.0	0.0	0.0
at4g16740.1	0.0	0.0	0.0	0.0	0.0
at1g66310.1	0.0	0.0	0.0	0.0	0.0
at1g66750.1	5.9867	8.80807	7.08938	6.2975	5.08706
